URL,RESPONSE,DESCRIPTION
http://www.example.sj,,"HTTPConnectionPool(host='www.example.sj', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020290081F98>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.sk,200,Example Domain This domain is established to be used for illustrative examples in documents. You may use this domain in examples without prior coordination or asking for permission.More information...
http://www.example.sl,,"HTTPConnectionPool(host='www.example.sl', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202911030B8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.sm,,"HTTPConnectionPool(host='www.example.sm', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202900811D0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.sn,,"HTTPConnectionPool(host='www.example.sn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020290081EF0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.so,,"HTTPConnectionPool(host='www.example.so', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202911032E8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.sr,,"HTTPConnectionPool(host='www.example.sr', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020291103080>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.ss,,"HTTPConnectionPool(host='www.example.ss', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020290081EF0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.st,,"HTTPConnectionPool(host='www.example.st', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202900811D0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.su,,"HTTPConnectionPool(host='www.example.su', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002029005B5C0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.sv,,"HTTPConnectionPool(host='www.example.sv', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002029005BF98>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.sx,,"HTTPConnectionPool(host='www.example.sx', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002029005B5C0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.sy,,"HTTPConnectionPool(host='www.example.sy', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002029111F748>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.sz,,"HTTPConnectionPool(host='www.example.sz', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020291103748>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.tc,,"HTTPConnectionPool(host='www.example.tc', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202911031D0>: Failed to establish a new connection: [Errno 11002] getaddrinfo failed',))"
http://www.example.td,,"HTTPConnectionPool(host='www.example.td', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020291103748>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.tf,,"HTTPConnectionPool(host='www.example.tf', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020291103208>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.tg,,"HTTPConnectionPool(host='www.example.tg', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202911030B8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.th,,"HTTPConnectionPool(host='www.example.th', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020291103C50>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.tj,,"HTTPConnectionPool(host='www.example.tj', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202911034A8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.tk,,"HTTPConnectionPool(host='www.example.tk', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020291103908>: Failed to establish a new connection: [Errno 11002] getaddrinfo failed',))"
http://www.example.tl,,"HTTPConnectionPool(host='www.example.tl', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020291103080>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.tm,,"HTTPConnectionPool(host='www.example.tm', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020291103048>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.tn,,"HTTPConnectionPool(host='www.example.tn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002029111FC50>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.to,200,Example Domain This domain is established to be used for illustrative examples in documents. You may use this domain in examples without prior coordination or asking for permission.More information...
http://www.example.tp,,"HTTPConnectionPool(host='www.example.tp', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002029006F390>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.tr,,"HTTPConnectionPool(host='www.example.tr', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002029111FA20>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.tt,,"HTTPConnectionPool(host='www.example.tt', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002029111F4A8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.tv,200,Example Domain This domain is established to be used for illustrative examples in documents. You may use this domain in examples without prior coordination or asking for permission.More information...
http://www.example.tw,200,Example Domain This domain is established to be used for illustrative examples in documents. You may use this domain in examples without prior coordination or asking for permission.More information...
http://www.example.tz,,"HTTPConnectionPool(host='www.example.tz', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020291103550>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.ua,,"HTTPConnectionPool(host='www.example.ua', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202911032E8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.ug,,"HTTPConnectionPool(host='www.example.ug', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020291103080>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.uk,,"HTTPConnectionPool(host='www.example.uk', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020290081048>: Failed to establish a new connection: [Errno 11002] getaddrinfo failed',))"
http://www.example.um,,"HTTPConnectionPool(host='www.example.um', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020290081550>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.us,,"HTTPConnectionPool(host='www.example.us', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002029111FEB8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.uy,,"HTTPConnectionPool(host='www.example.uy', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002029111F9E8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.uz,,"HTTPConnectionPool(host='www.example.uz', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020291103748>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.va,,"HTTPConnectionPool(host='www.example.va', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020291103358>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.vc,,"HTTPConnectionPool(host='www.example.vc', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020290081978>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.ve,,"HTTPConnectionPool(host='www.example.ve', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020290081048>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.vg,200,Example Domain This domain is established to be used for illustrative examples in documents. You may use this domain in examples without prior coordination or asking for permission.More information...
http://www.example.vi,,"HTTPConnectionPool(host='www.example.vi', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002029006F588>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.vn,,"HTTPConnectionPool(host='www.example.vn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020290081EB8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.vu,,"HTTPConnectionPool(host='www.example.vu', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020290081D68>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.wf,200,Example Domain This domain is established to be used for illustrative examples in documents. You may use this domain in examples without prior coordination or asking for permission.More information...
http://www.example.ws,200,Example Domain This domain is established to be used for illustrative examples in documents. You may use this domain in examples without prior coordination or asking for permission.More information...
http://www.example.ye,,"HTTPConnectionPool(host='www.example.ye', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202900811D0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.yt,,"HTTPConnectionPool(host='www.example.yt', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020290081710>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.za,,"HTTPConnectionPool(host='www.example.za', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002029111FF28>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.zm,,"HTTPConnectionPool(host='www.example.zm', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910ED400>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.zw,,"HTTPConnectionPool(host='www.example.zw', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910ED6D8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.dz,,"HTTPConnectionPool(host='www.example.dz', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910ED400>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.com,200,Example Domain This domain is established to be used for illustrative examples in documents. You may use this domain in examples without prior coordination or asking for permission.More information...
http://www.example.org,200,Example Domain This domain is established to be used for illustrative examples in documents. You may use this domain in examples without prior coordination or asking for permission.More information...
http://www.example.net,200,Example Domain This domain is established to be used for illustrative examples in documents. You may use this domain in examples without prior coordination or asking for permission.More information...
http://www.example.int,,"HTTPConnectionPool(host='www.example.int', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020291119278>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.edu,200,Example Domain This domain is established to be used for illustrative examples in documents. You may use this domain in examples without prior coordination or asking for permission.More information...
http://www.example.gov,,"HTTPConnectionPool(host='www.example.gov', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910F9C18>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.mil,,"HTTPConnectionPool(host='www.example.mil', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002029005B860>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.arpa,,"HTTPConnectionPool(host='www.example.arpa', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002029005BC88>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.ac,,"HTTPConnectionPool(host='www.example.ac', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910F9C18>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.ad,,"HTTPConnectionPool(host='www.example.ad', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910EFF98>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.ae,,"HTTPConnectionPool(host='www.example.ae', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002029006F208>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.af,,"HTTPConnectionPool(host='www.example.af', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202900810F0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.ag,,"HTTPConnectionPool(host='www.example.ag', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002029006F208>: Failed to establish a new connection: [Errno 11002] getaddrinfo failed',))"
http://www.example.ai,200,Example Domain This domain is established to be used for illustrative examples in documents. You may use this domain in examples without prior coordination or asking for permission.More information...
http://www.example.al,,"HTTPConnectionPool(host='www.example.al', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002029005B630>: Failed to establish a new connection: [Errno 11002] getaddrinfo failed',))"
http://www.example.am,,"HTTPConnectionPool(host='www.example.am', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202900641D0>: Failed to establish a new connection: [Errno 11002] getaddrinfo failed',))"
http://www.example.an,,"HTTPConnectionPool(host='www.example.an', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202900644E0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.ao,,"HTTPConnectionPool(host='www.example.ao', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020290064E80>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.aq,,"HTTPConnectionPool(host='www.example.aq', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020290064208>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.ar,,"HTTPConnectionPool(host='www.example.ar', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020290064EF0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.as,200,Example Domain This domain is established to be used for illustrative examples in documents. You may use this domain in examples without prior coordination or asking for permission.More information...
http://www.example.at,,"HTTPSConnectionPool(host='www.example.at', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(""bad handshake: Error([('SSL routines', 'ssl3_get_server_certificate', 'certificate verify failed')],)"",),))"
http://www.example.au,,"HTTPConnectionPool(host='www.example.au', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202900644E0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.aw,,"HTTPConnectionPool(host='www.example.aw', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002029006FA90>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.ax,,"HTTPConnectionPool(host='www.example.ax', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020290081DD8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.az,,"HTTPConnectionPool(host='www.example.az', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020290081160>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.ba,,"HTTPConnectionPool(host='www.example.ba', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020290081DD8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.bb,,"HTTPConnectionPool(host='www.example.bb', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020290081320>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.bd,,"HTTPConnectionPool(host='www.example.bd', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020290081438>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.be,200,Example Domain This domain is established to be used for illustrative examples in documents. You may use this domain in examples without prior coordination or asking for permission.More information...
http://www.example.bf,,"HTTPConnectionPool(host='www.example.bf', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002029005B6D8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.bg,,"HTTPConnectionPool(host='www.example.bg', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202900819E8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.bh,,"HTTPConnectionPool(host='www.example.bh', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202900811D0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.bi,,"HTTPConnectionPool(host='www.example.bi', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002029005BF60>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.bj,,"HTTPConnectionPool(host='www.example.bj', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002029005BC88>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.bl,,"HTTPConnectionPool(host='www.example.bl', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002029005B080>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.bm,,"HTTPConnectionPool(host='www.example.bm', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002029005B198>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.bn,,"HTTPConnectionPool(host='www.example.bn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002029005B860>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.bo,,"HTTPConnectionPool(host='www.example.bo', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002029005B588>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.bq,,"HTTPConnectionPool(host='www.example.bq', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910EF320>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.br,,"HTTPConnectionPool(host='www.example.br', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910EF3C8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.bs,,"HTTPConnectionPool(host='www.example.bs', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910EF320>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.bt,,"HTTPConnectionPool(host='www.example.bt', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910EF3C8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.bv,,"HTTPConnectionPool(host='www.example.bv', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910EF320>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.bw,,"HTTPConnectionPool(host='www.example.bw', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910EF3C8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.by,503,"HTTPConnectionPool(host='www.example.bw', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910EF3C8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.bz,,"HTTPConnectionPool(host='www.example.bz', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020290081EB8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.ca,,"HTTPConnectionPool(host='www.example.ca', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020290081208>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.cc,,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response',))"
http://www.example.cd,,"HTTPConnectionPool(host='www.example.cd', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002029006F390>: Failed to establish a new connection: [Errno 11002] getaddrinfo failed',))"
http://www.example.cf,200,Example Domain This domain is established to be used for illustrative examples in documents. You may use this domain in examples without prior coordination or asking for permission.More information...
http://www.example.cg,,"HTTPConnectionPool(host='www.example.cg', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910F9FD0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.ch,200,Example Domain This domain is established to be used for illustrative examples in documents. You may use this domain in examples without prior coordination or asking for permission.More information...
http://www.example.ci,,"HTTPConnectionPool(host='www.example.ci', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202911145C0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.ck,,"HTTPConnectionPool(host='www.example.ck', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910EFBA8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.cl,,"HTTPConnectionPool(host='www.example.cl', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910EF278>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.cm,200,Example Domain This domain is established to be used for illustrative examples in documents. You may use this domain in examples without prior coordination or asking for permission.More information...
http://www.example.cn,200,Example Domain This domain is established to be used for illustrative examples in documents. You may use this domain in examples without prior coordination or asking for permission.More information...
http://www.example.co,,"HTTPConnectionPool(host='www.example.co', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020291114400>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.cr,,"HTTPConnectionPool(host='www.example.cr', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020290064518>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.cu,,"HTTPConnectionPool(host='www.example.cu', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020290064780>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.cv,,"HTTPConnectionPool(host='www.example.cv', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020290064978>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.cw,,"HTTPConnectionPool(host='www.example.cw', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020290064780>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.cx,,"HTTPConnectionPool(host='www.example.cx', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020290064978>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.cy,,"HTTPConnectionPool(host='www.example.cy', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020290064E10>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.cz,200,Example Domain This domain is established to be used for illustrative examples in documents. You may use this domain in examples without prior coordination or asking for permission.More information...
http://www.example.de,200,Example Domain This domain is established to be used for illustrative examples in documents. You may use this domain in examples without prior coordination or asking for permission.More information...
http://www.example.dj,,"HTTPConnectionPool(host='www.example.dj', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020290081160>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.dk,,"HTTPConnectionPool(host='www.example.dk', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202900819E8>: Failed to establish a new connection: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond',))"
http://www.example.dm,,"HTTPConnectionPool(host='www.example.dm', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910EFF98>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.do,,"HTTPConnectionPool(host='www.example.do', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002029111F780>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.dz,,"HTTPConnectionPool(host='www.example.dz', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202900647F0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
